id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
30977,BUY,WATT,OKAR/B,24.4,23.68,25.11,50,69,02/01/2018,10:34:00,51.45228,NULL,NULL,1683.6,420.9,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.006, ""5-bars"": -0.018, ""7-bars"": -0.012}",2018-01-02T10:38:00.000Z,08:46.6
30978,BUY,WATT,OKAR/B,23.16,22.95,23.36,50,238,02/01/2018,11:36:00,51.45228,NULL,2018-01-02T11:37:00.000Z,5512.08,1378.02,NULL,22.91,23.39,NULL,L,23.16,0,"{""3-bars"": -0.013, ""5-bars"": -0.021, ""7-bars"": -0.008}",2018-01-02T11:41:00.000Z,08:46.6
30979,BUY,WATT,OKAR/B,22.38,22.2,22.55,50,278,02/01/2018,12:07:00,51.45228,NULL,NULL,6221.64,1555.41,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.006, ""5-bars"": -0.002, ""7-bars"": -0.016}",2018-01-02T12:11:00.000Z,08:46.6
30980,BUY,WATT,HUMMER,22.23,22.09,22.36,50,357,02/01/2018,12:20:00,51.45228,NULL,2018-01-02T12:21:00.000Z,7936.11,1984.028,NULL,22.11,22.86,NULL,P,22.23,0,"{""3-bars"": -0.004, ""5-bars"": -0.001, ""7-bars"": 0.007}",2018-01-02T12:29:00.000Z,08:46.6
30981,BUY,WATT,HUMMER,21.84,21.74,21.93,50,500,02/01/2018,13:55:00,51.45228,NULL,2018-01-02T13:57:00.000Z,10920,2730,NULL,21.77,22.84,NULL,P,21.84,0,"{""3-bars"": -0.001, ""5-bars"": -0.013, ""7-bars"": -0.006}",2018-01-02T13:58:00.000Z,08:46.6
30982,BUY,WATT,HUMMER,22.29,22.09,22.48,50,250,02/01/2018,14:18:00,51.45228,NULL,2018-01-02T14:19:00.000Z,5572.5,1393.125,NULL,21.94,22.84,NULL,L,22.29,0,"{""3-bars"": -0.005, ""5-bars"": 0.001, ""7-bars"": 0.002}",2018-01-02T14:23:00.000Z,08:46.6
30983,BUY,AMD,HUMMER,11.63,11.05,12.2,50,86,03/01/2018,09:35:00,70,NULL,2018-01-03T09:36:00.000Z,1000.18,250.045,NULL,NULL,NULL,NULL,C,11.63,-0.43,"{""3-bars"": -0.005, ""5-bars"": -0.011, ""7-bars"": 0}",2018-01-03T15:29:00.000Z,08:47.0
30984,BUY,AMD,OKAR/B,11.6,11.56,11.63,50,1250,03/01/2018,10:26:00,70,NULL,2018-01-03T10:28:00.000Z,14500,3625,NULL,11.58,12.14,NULL,P,11.6,0,"{""3-bars"": -0.0, ""5-bars"": 0.0, ""7-bars"": -0.001}",2018-01-03T10:32:00.000Z,08:47.0
30985,BUY,AMD,OKAR/B,11.79,11.74,11.83,50,1000,03/01/2018,11:41:00,70,NULL,NULL,11790,2947.5,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.001, ""5-bars"": 0.003, ""7-bars"": 0.003}",2018-01-03T11:45:00.000Z,08:47.0
30991,BUY,AMD,OKAR/B,12.24,12.07,12.4,50,294,04/01/2018,10:00:00,7.14286,NULL,NULL,3598.56,899.64,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.002, ""5-bars"": -0.01, ""7-bars"": -0.011}",2018-01-04T10:04:00.000Z,08:47.6
