id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
28172,BUY,MPC,OKAR/B,43.3,43.04,43.52,50,192,03/01/2017,09:53:00,23.40755,NULL,2017-01-03T09:54:00.000Z,8313.6,2078.4,NULL,43.13,44.37,NULL,P,43.3,0,"{""3-bars"": -0.002, ""5-bars"": -0.001, ""7-bars"": -0.002}",2017-01-03T10:07:00.000Z,09:30.4
28173,BUY,MPC,HUMMER,43.95,43.7,44.16,50,200,03/01/2017,10:37:00,23.40755,NULL,2017-01-03T10:38:00.000Z,8790,2197.5,NULL,43.66,44.08,NULL,L,43.95,0,"{""3-bars"": -0.0, ""5-bars"": -0.005, ""7-bars"": -0.007}",2017-01-03T10:47:00.000Z,09:30.4
28174,BUY,MPC,HUMMER,43.88,43.66,44.06,50,227,03/01/2017,10:42:00,23.40755,NULL,2017-01-03T10:43:00.000Z,9960.76,2490.19,NULL,43.87,44.08,NULL,P,43.88,0,"{""3-bars"": -0.001, ""5-bars"": -0.001, ""7-bars"": -0.002}",2017-01-03T10:43:00.000Z,09:30.4
28175,BUY,MPC,OKAR/B,43.54,43.36,43.68,50,278,03/01/2017,11:45:00,23.40755,NULL,2017-01-03T11:46:00.000Z,12104.12,3026.03,NULL,43.28,43.6,NULL,L,43.54,0,"{""3-bars"": 0.001, ""5-bars"": 0.001, ""7-bars"": -0.0}",2017-01-03T12:03:00.000Z,09:30.4
28176,BUY,MPC,HUMMER,43.15,43.03,43.23,50,417,03/01/2017,13:49:00,38.7434,NULL,2017-01-03T13:51:00.000Z,17993.55,4498.388,NULL,43.01,43.26,NULL,L,43.15,0,"{""3-bars"": -0.002, ""5-bars"": -0.002, ""7-bars"": -0.002}",2017-01-03T14:18:00.000Z,09:30.4
28177,BUY,MPC,OKAR/B,43.06,42.95,43.13,50,455,03/01/2017,14:35:00,38.7434,NULL,2017-01-03T14:37:00.000Z,19592.3,4898.075,NULL,43.04,43.26,NULL,P,43.06,0,"{""3-bars"": 0.001, ""5-bars"": -0.001, ""7-bars"": -0.001}",2017-01-03T14:41:00.000Z,09:30.4
28178,SELL,GPS,OKAR/S,19.41,19.8,19.06,50,128,05/01/2017,09:38:00,40.87255,NULL,NULL,2484.48,621.12,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.001, ""5-bars"": -0.011, ""7-bars"": -0.005}",2017-01-05T09:42:00.000Z,09:30.9
28179,SELL,M,OKAR/S,24.15,24.31,24.03,50,312,05/01/2017,09:56:00,7.53986,NULL,NULL,7534.8,1883.7,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.001, ""5-bars"": 0.003, ""7-bars"": -0.0}",2017-01-05T10:00:00.000Z,09:30.9
28180,SELL,GPS,SHOOTING-STAR,19.76,19.87,19.69,50,455,05/01/2017,10:07:00,68.97059,NULL,2017-01-05T10:08:00.000Z,8990.8,2247.7,19.77,NULL,NULL,19.24,P,19.76,0,"{""3-bars"": -0.002, ""5-bars"": -0.001, ""7-bars"": 0.002}",2017-01-05T10:08:00.000Z,09:30.9
28181,SELL,GPS,SHOOTING-STAR,19.66,19.77,19.59,50,455,05/01/2017,10:12:00,68.97059,NULL,2017-01-05T10:13:00.000Z,8945.3,2236.325,19.71,NULL,NULL,19.24,P,19.66,0,"{""3-bars"": -0.002, ""5-bars"": 0.005, ""7-bars"": 0.004}",2017-01-05T10:19:00.000Z,09:30.9
