id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
30977,BUY,WATT,OKAR/B,24.4,23.62,25.11,50,64,02/01/2018,10:34:00,51.45228,NULL,NULL,1561.6,390.4,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.006, ""5-bars"": -0.018, ""7-bars"": -0.012}",2018-01-02T10:38:00.000Z,38:26.9
30978,BUY,WATT,OKAR/B,23.16,22.89,23.36,50,185,02/01/2018,11:36:00,51.45228,NULL,2018-01-02T11:37:00.000Z,4284.6,1071.15,NULL,22.74,23.39,NULL,L,23.16,0,"{""3-bars"": -0.013, ""5-bars"": -0.021, ""7-bars"": -0.008}",2018-01-02T11:45:00.000Z,38:26.9
30979,BUY,WATT,OKAR/B,22.38,22.14,22.55,50,208,02/01/2018,12:07:00,51.45228,NULL,NULL,4655.04,1163.76,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.006, ""5-bars"": -0.002, ""7-bars"": -0.016}",2018-01-02T12:11:00.000Z,38:26.9
30980,BUY,WATT,HUMMER,22.23,22.03,22.36,50,250,02/01/2018,12:20:00,51.45228,NULL,2018-01-02T12:21:00.000Z,5557.5,1389.375,NULL,22.11,22.86,NULL,P,22.23,0,"{""3-bars"": -0.004, ""5-bars"": -0.001, ""7-bars"": 0.007}",2018-01-02T12:29:00.000Z,38:26.9
30981,BUY,WATT,HUMMER,21.84,21.68,21.93,50,312,02/01/2018,13:55:00,51.45228,NULL,2018-01-02T13:57:00.000Z,6814.08,1703.52,NULL,21.77,22.84,NULL,P,21.84,0,"{""3-bars"": -0.001, ""5-bars"": -0.013, ""7-bars"": -0.006}",2018-01-02T13:58:00.000Z,38:26.9
30982,BUY,WATT,HUMMER,22.29,22.03,22.48,50,192,02/01/2018,14:18:00,51.45228,NULL,2018-01-02T14:19:00.000Z,4279.68,1069.92,NULL,21.94,22.84,NULL,L,22.29,0,"{""3-bars"": -0.005, ""5-bars"": 0.001, ""7-bars"": 0.002}",2018-01-02T14:23:00.000Z,38:26.9
30983,BUY,AMD,HUMMER,11.63,10.99,12.2,50,78,03/01/2018,09:35:00,70,NULL,2018-01-03T09:36:00.000Z,907.14,226.785,NULL,NULL,NULL,NULL,C,11.63,-0.39,"{""3-bars"": -0.005, ""5-bars"": -0.011, ""7-bars"": 0}",2018-01-03T15:29:00.000Z,38:27.3
30984,BUY,AMD,OKAR/B,11.6,11.5,11.63,50,500,03/01/2018,10:26:00,70,NULL,2018-01-03T10:28:00.000Z,5800,1450,NULL,11.58,12.14,NULL,P,11.6,0,"{""3-bars"": -0.0, ""5-bars"": 0.0, ""7-bars"": -0.001}",2018-01-03T10:32:00.000Z,38:27.3
30985,BUY,AMD,OKAR/B,11.79,11.68,11.83,50,455,03/01/2018,11:41:00,70,NULL,NULL,5364.45,1341.113,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.001, ""5-bars"": 0.003, ""7-bars"": 0.003}",2018-01-03T11:45:00.000Z,38:27.3
30986,SELL,INTC,OKAR/S,38.39,38.59,38.26,50,250,04/01/2018,09:37:00,7.24242,NULL,2018-01-04T09:39:00.000Z,9597.5,2399.375,38.46,NULL,NULL,37.67,P,38.39,0,"{""3-bars"": 0.0, ""5-bars"": -0.003, ""7-bars"": -0.008}",2018-01-04T09:40:00.000Z,38:27.9
