id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
30977,BUY,WATT,OKAR/B,24.4,23.66,25.11,50,68,02/01/2018,10:34:00,51.45228,NULL,NULL,1659.2,414.8,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.006, ""5-bars"": -0.018, ""7-bars"": -0.012}",2018-01-02T10:38:00.000Z,14:51.0
30978,BUY,WATT,OKAR/B,23.16,22.93,23.36,50,217,02/01/2018,11:36:00,51.45228,NULL,2018-01-02T11:37:00.000Z,5025.72,1256.43,NULL,22.91,23.39,NULL,L,23.16,0,"{""3-bars"": -0.013, ""5-bars"": -0.021, ""7-bars"": -0.008}",2018-01-02T11:41:00.000Z,14:51.0
30979,BUY,WATT,OKAR/B,22.38,22.18,22.55,50,250,02/01/2018,12:07:00,51.45228,NULL,NULL,5595,1398.75,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.006, ""5-bars"": -0.002, ""7-bars"": -0.016}",2018-01-02T12:11:00.000Z,14:51.0
30980,BUY,WATT,HUMMER,22.23,22.07,22.36,50,312,02/01/2018,12:20:00,51.45228,NULL,2018-01-02T12:21:00.000Z,6935.76,1733.94,NULL,22.11,22.86,NULL,P,22.23,0,"{""3-bars"": -0.004, ""5-bars"": -0.001, ""7-bars"": 0.007}",2018-01-02T12:29:00.000Z,14:51.0
30981,BUY,WATT,HUMMER,21.84,21.72,21.93,50,417,02/01/2018,13:55:00,51.45228,NULL,2018-01-02T13:57:00.000Z,9107.28,2276.82,NULL,21.77,22.84,NULL,P,21.84,0,"{""3-bars"": -0.001, ""5-bars"": -0.013, ""7-bars"": -0.006}",2018-01-02T13:58:00.000Z,14:51.0
30982,BUY,WATT,HUMMER,22.29,22.07,22.48,50,227,02/01/2018,14:18:00,51.45228,NULL,2018-01-02T14:19:00.000Z,5059.83,1264.958,NULL,21.94,22.84,NULL,L,22.29,0,"{""3-bars"": -0.005, ""5-bars"": 0.001, ""7-bars"": 0.002}",2018-01-02T14:23:00.000Z,14:51.0
30983,BUY,AMD,HUMMER,11.63,11.03,12.2,50,83,03/01/2018,09:35:00,70,NULL,2018-01-03T09:36:00.000Z,965.29,241.323,NULL,NULL,NULL,NULL,C,11.63,-0.42,"{""3-bars"": -0.005, ""5-bars"": -0.011, ""7-bars"": 0}",2018-01-03T15:29:00.000Z,14:51.4
30984,BUY,AMD,OKAR/B,11.6,11.54,11.63,50,833,03/01/2018,10:26:00,70,NULL,2018-01-03T10:28:00.000Z,9662.8,2415.7,NULL,11.58,12.14,NULL,P,11.6,0,"{""3-bars"": -0.0, ""5-bars"": 0.0, ""7-bars"": -0.001}",2018-01-03T10:32:00.000Z,14:51.4
30985,BUY,AMD,OKAR/B,11.79,11.72,11.83,50,714,03/01/2018,11:41:00,70,NULL,NULL,8418.06,2104.515,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.001, ""5-bars"": 0.003, ""7-bars"": 0.003}",2018-01-03T11:45:00.000Z,14:51.4
30986,SELL,INTC,OKAR/S,38.39,38.55,38.26,50,312,04/01/2018,09:37:00,7.24242,NULL,2018-01-04T09:39:00.000Z,11977.68,2994.42,38.46,NULL,NULL,37.67,P,38.39,0,"{""3-bars"": 0.0, ""5-bars"": -0.003, ""7-bars"": -0.008}",2018-01-04T09:40:00.000Z,14:51.9
30987,SELL,INTC,OKAR/S,38.05,38.24,37.89,50,263,04/01/2018,09:44:00,7.24242,NULL,2018-01-04T09:45:00.000Z,10007.15,2501.788,38.1,NULL,NULL,37.67,P,38.05,0,"{""3-bars"": 0.001, ""5-bars"": 0.009, ""7-bars"": 0.009}",2018-01-04T09:46:00.000Z,14:51.9
30988,SELL,ROKU,OKAR/S,52.09,52.72,51.49,50,79,04/01/2018,09:48:00,34.71429,NULL,2018-01-04T09:49:00.000Z,4115.11,1028.778,52.25,NULL,NULL,50.61,P,52.09,0,"{""3-bars"": -0.003, ""5-bars"": -0.019, ""7-bars"": -0.016}",2018-01-04T09:55:00.000Z,14:51.9
30989,SELL,SNAP,SHOOTING-STAR,14.76,14.85,14.7,50,556,04/01/2018,09:53:00,44.44444,NULL,2018-01-04T09:54:00.000Z,8206.56,2051.64,14.78,NULL,NULL,14.27,P,14.76,0,"{""3-bars"": -0.002, ""5-bars"": 0.005, ""7-bars"": 0.0}",2018-01-04T09:57:00.000Z,14:51.9
30990,SELL,ROKU,OKAR/S,51.44,52.09,50.82,50,77,04/01/2018,09:55:00,34.71429,NULL,2018-01-04T09:57:00.000Z,3960.88,990.22,52.36,NULL,NULL,50.61,L,51.44,0,"{""3-bars"": 0.006, ""5-bars"": 0.009, ""7-bars"": 0.014}",2018-01-04T10:03:00.000Z,14:51.9
30991,BUY,AMD,OKAR/B,12.24,12.05,12.4,50,263,04/01/2018,10:00:00,7.14286,NULL,NULL,3219.12,804.78,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.002, ""5-bars"": -0.01, ""7-bars"": -0.011}",2018-01-04T10:04:00.000Z,14:52.0
30992,SELL,INTC,OKAR/S,38.02,38.17,37.9,50,333,04/01/2018,10:35:00,7.24242,NULL,2018-01-04T10:36:00.000Z,12660.66,3165.165,38.29,NULL,NULL,38.01,L,38.02,0,"{""3-bars"": -0.003, ""5-bars"": -0.002, ""7-bars"": -0.002}",2018-01-04T10:41:00.000Z,14:52.0
30993,SELL,SNAP,OKAR/S,14.45,14.53,14.4,50,625,04/01/2018,11:04:00,44.44444,NULL,2018-01-04T11:05:00.000Z,9031.25,2257.813,14.51,NULL,NULL,14.32,P,14.45,0,"{""3-bars"": 0.0, ""5-bars"": 0.004, ""7-bars"": 0.004}",2018-01-04T11:11:00.000Z,14:52.0
30994,SELL,SNAP,OKAR/S,14.44,14.55,14.36,50,455,04/01/2018,11:09:00,44.44444,NULL,2018-01-04T11:10:00.000Z,6570.2,1642.55,14.46,NULL,NULL,14.32,P,14.44,0,"{""3-bars"": 0.001, ""5-bars"": 0.001, ""7-bars"": 0.002}",2018-01-04T11:17:00.000Z,14:52.0
30995,SELL,INTC,SHOOTING-STAR,38.65,38.73,38.6,50,625,04/01/2018,11:20:00,21.61364,NULL,2018-01-04T11:21:00.000Z,24156.25,6039.063,38.67,NULL,NULL,38.52,P,38.65,0,"{""3-bars"": -0.0, ""5-bars"": 0.001, ""7-bars"": -0.001}",2018-01-04T11:22:00.000Z,14:52.0
30996,SELL,INTC,SHOOTING-STAR,38.58,38.7,38.49,50,417,04/01/2018,11:27:00,21.61364,NULL,2018-01-04T11:28:00.000Z,16087.86,4021.965,38.7,NULL,NULL,38.53,L,38.58,0,"{""3-bars"": -0.001, ""5-bars"": 0.0, ""7-bars"": 0.002}",2018-01-04T11:39:00.000Z,14:52.0
30997,SELL,RAD,OKAR/S,41.01,41.65,40.4,50,78,04/01/2018,11:28:00,146.15385,NULL,2018-01-04T11:30:00.000Z,3198.78,799.695,41.2,NULL,NULL,40.4,P,41.01,0,"{""3-bars"": -0.0, ""5-bars"": 0.001, ""7-bars"": 0.004}",2018-01-04T11:46:00.000Z,14:52.0
30998,BUY,AMD,OKAR/B,12.23,12.15,12.28,50,625,04/01/2018,11:42:00,7.14286,NULL,NULL,7643.75,1910.938,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.0, ""5-bars"": -0.002, ""7-bars"": -0.003}",2018-01-04T11:46:00.000Z,14:52.0
30999,SELL,INTC,SHOOTING-STAR,38.81,38.89,38.76,50,625,04/01/2018,12:09:00,39.66667,NULL,2018-01-04T12:11:00.000Z,24256.25,6064.063,38.89,NULL,NULL,38.71,L,38.81,0,"{""3-bars"": -0.0, ""5-bars"": 0.002, ""7-bars"": 0.003}",2018-01-04T12:21:00.000Z,14:52.0
31000,SELL,SNAP,OKAR/S,14.59,14.65,14.56,50,833,04/01/2018,13:20:00,44.44444,NULL,NULL,12153.47,3038.368,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.0, ""5-bars"": 0.001, ""7-bars"": 0.0}",2018-01-04T13:24:00.000Z,14:52.0
31001,BUY,AMD,OKAR/B,12.18,12.11,12.22,50,714,04/01/2018,13:26:00,7.14286,NULL,NULL,8696.52,2174.13,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.0, ""5-bars"": 0.002, ""7-bars"": 0.002}",2018-01-04T13:30:00.000Z,14:52.0
31002,SELL,INTC,SHOOTING-STAR,38.95,39.03,38.9,50,625,04/01/2018,13:32:00,51.69697,NULL,2018-01-04T13:34:00.000Z,24343.75,6085.938,38.97,NULL,NULL,38.89,P,38.95,0,"{""3-bars"": 0.0, ""5-bars"": -0.001, ""7-bars"": 0.0}",2018-01-04T13:37:00.000Z,14:52.0
31003,SELL,ROKU,OKAR/S,51.29,51.42,51.19,50,385,04/01/2018,14:04:00,34.71429,NULL,2018-01-04T14:05:00.000Z,19746.65,4936.663,51.37,NULL,NULL,50.75,P,51.29,0,"{""3-bars"": 0.0, ""5-bars"": 0.001, ""7-bars"": 0.003}",2018-01-04T14:12:00.000Z,14:52.0
31004,SELL,SNAP,SHOOTING-STAR,14.6,14.65,14.58,50,1000,04/01/2018,14:39:00,44.44444,NULL,2018-01-04T14:41:00.000Z,14600,3650,14.66,NULL,NULL,14.59,L,14.6,0,"{""3-bars"": 0.0, ""5-bars"": 0.001, ""7-bars"": 0.001}",2018-01-04T15:21:00.000Z,14:52.0
31005,BUY,RIOT,OKAR/B,26.31,25.61,26.98,50,71,05/01/2018,09:33:00,36.26943,NULL,NULL,1868.01,467.003,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.011, ""5-bars"": 0, ""7-bars"": 0}",2018-01-05T09:37:00.000Z,14:52.4
31006,BUY,RIOT,HUMMER,25.41,25.06,25.73,50,143,05/01/2018,09:50:00,54.40415,NULL,2018-01-05T09:51:00.000Z,3633.63,908.408,NULL,25.38,25.88,NULL,P,25.41,0,"{""3-bars"": -0.004, ""5-bars"": -0.008, ""7-bars"": 0.002}",2018-01-05T09:51:00.000Z,14:52.4
31007,BUY,RIOT,HUMMER,25.53,25.22,25.81,50,161,05/01/2018,10:03:00,54.40415,NULL,2018-01-05T10:04:00.000Z,4110.33,1027.583,NULL,25,25.79,NULL,L,25.53,0,"{""3-bars"": -0.01, ""5-bars"": -0.013, ""7-bars"": -0.004}",2018-01-05T10:13:00.000Z,14:52.4
31008,BUY,RIOT,HUMMER,25.47,25.27,25.64,50,250,05/01/2018,10:19:00,62.17617,NULL,2018-01-05T10:21:00.000Z,6367.5,1591.875,NULL,25.17,25.73,NULL,L,25.47,0,"{""3-bars"": -0.0, ""5-bars"": 0.006, ""7-bars"": 0.007}",2018-01-05T10:38:00.000Z,14:52.4
31009,BUY,RIOT,OKAR/B,25.23,24.98,25.45,50,200,05/01/2018,10:56:00,77.32124,NULL,NULL,5046,1261.5,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.004, ""5-bars"": -0.001, ""7-bars"": -0.002}",2018-01-05T11:00:00.000Z,14:52.4
31010,BUY,RIOT,HUMMER,25.13,25.03,25.2,50,500,05/01/2018,11:01:00,77.32124,NULL,2018-01-05T11:02:00.000Z,12565,3141.25,NULL,25.01,25.73,NULL,L,25.13,0,"{""3-bars"": 0.003, ""5-bars"": -0.003, ""7-bars"": -0.002}",2018-01-05T11:02:00.000Z,14:52.4
31011,SELL,ROKU,SHOOTING-STAR,47.2,47.43,47,50,217,05/01/2018,11:03:00,69.69697,NULL,2018-01-05T11:04:00.000Z,10242.4,2560.6,47.35,NULL,NULL,46.13,P,47.2,0,"{""3-bars"": 0.0, ""5-bars"": -0.002, ""7-bars"": 0.003}",2018-01-05T11:16:00.000Z,14:52.4
31012,SELL,ROKU,SHOOTING-STAR,47.11,47.26,46.99,50,333,05/01/2018,11:40:00,69.69697,NULL,2018-01-05T11:41:00.000Z,15687.63,3921.908,47.26,NULL,NULL,46.13,L,47.11,0,"{""3-bars"": 0.0, ""5-bars"": -0.006, ""7-bars"": -0.007}",2018-01-05T11:44:00.000Z,14:52.4
31013,SELL,ROKU,SHOOTING-STAR,47.11,47.34,46.91,50,217,05/01/2018,11:49:00,69.69697,NULL,NULL,10222.87,2555.717,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.001, ""5-bars"": 0.002, ""7-bars"": -0.0}",2018-01-05T11:53:00.000Z,14:52.4
31014,BUY,RIOT,OKAR/B,25.21,25.04,25.35,50,294,05/01/2018,11:56:00,77.32124,NULL,2018-01-05T11:57:00.000Z,7411.74,1852.935,NULL,25.18,25.5,NULL,P,25.21,0,"{""3-bars"": -0.002, ""5-bars"": -0.003, ""7-bars"": -0.003}",2018-01-05T11:58:00.000Z,14:52.4
31015,BUY,RIOT,OKAR/B,25.3,25.18,25.39,50,417,05/01/2018,13:53:00,1357.51295,NULL,NULL,10550.1,2637.525,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.0, ""5-bars"": 0.001, ""7-bars"": -0.001}",2018-01-05T13:57:00.000Z,14:52.4
31016,SELL,ROKU,SHOOTING-STAR,46.84,47.04,46.67,50,250,05/01/2018,13:53:00,69.69697,NULL,2018-01-05T13:54:00.000Z,11710,2927.5,47.05,NULL,NULL,46.13,L,46.84,0,"{""3-bars"": -0.0, ""5-bars"": -0.001, ""7-bars"": -0.001}",2018-01-05T14:05:00.000Z,14:52.4
