id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
36687,SELL,TME,OKAR/S,12.66,12.85,12.47,50,263,02/01/2019,09:34:00,4.65116,NULL,2019-01-02T09:35:00.000Z,3329.58,832.395,12.85,NULL,NULL,0,L,12.66,0,"{""3-bars"": 0.006, ""5-bars"": 0, ""7-bars"": 0}",2019-01-02T09:53:00.000Z,04:12.6
36688,SELL,TME,SHOOTING-STAR,12.81,12.97,12.65,50,313,02/01/2019,09:55:00,30.23256,NULL,2019-01-02T09:56:00.000Z,4009.53,1002.383,12.84,NULL,NULL,0,P,12.81,0,"{""3-bars"": -0.002, ""5-bars"": -0.008, ""7-bars"": -0.003}",2019-01-02T10:09:00.000Z,04:12.7
36689,SELL,TSLA,OKAR/S,60.79,61.19,60.39,50,125,02/01/2019,09:56:00,17.88054,NULL,2019-01-02T09:57:00.000Z,7598.75,1899.688,61.2,NULL,NULL,60.51,L,60.79,0,"{""3-bars"": -0.008, ""5-bars"": -0.005, ""7-bars"": -0.003}",2019-01-02T10:07:00.000Z,04:12.7
36690,SELL,TSLA,SHOOTING-STAR,60.74,60.95,60.53,50,238,02/01/2019,10:00:00,17.88054,NULL,2019-01-02T10:01:00.000Z,14456.12,3614.03,60.78,NULL,NULL,60.51,P,60.74,0,"{""3-bars"": -0.001, ""5-bars"": 0.004, ""7-bars"": -0.007}",2019-01-02T10:02:00.000Z,04:12.7
36691,SELL,RIO,SHOOTING-STAR,31.14,31.23,31.05,50,556,02/01/2019,10:08:00,24.35115,NULL,2019-01-02T10:09:00.000Z,17313.84,4328.46,31.23,NULL,NULL,31.07,L,31.14,0,"{""3-bars"": -0.0, ""5-bars"": -0.002, ""7-bars"": -0.003}",2019-01-02T10:12:00.000Z,04:12.7
36692,SELL,TME,SHOOTING-STAR,12.73,12.82,12.64,50,556,02/01/2019,10:48:00,30.23256,NULL,2019-01-02T10:50:00.000Z,7077.88,1769.47,12.83,NULL,NULL,0,L,12.73,0,"{""3-bars"": -0.003, ""5-bars"": 0.0, ""7-bars"": -0.002}",2019-01-02T11:02:00.000Z,04:12.7
36693,SELL,TSLA,SHOOTING-STAR,61.48,61.66,61.3,50,278,02/01/2019,10:56:00,17.88054,NULL,2019-01-02T10:57:00.000Z,17091.44,4272.86,61.56,NULL,NULL,61.1,P,61.48,0,"{""3-bars"": -0.003, ""5-bars"": -0.005, ""7-bars"": -0.005}",2019-01-02T10:59:00.000Z,04:12.7
36694,SELL,WY,OKAR/S,18.42,18.51,18.33,50,556,02/01/2019,11:16:00,42.30645,NULL,2019-01-02T11:17:00.000Z,10241.52,2560.38,18.51,NULL,NULL,18.31,P,18.42,0,"{""3-bars"": 0.0, ""5-bars"": -0.001, ""7-bars"": -0.001}",2019-01-02T12:22:00.000Z,04:12.8
36695,SELL,TSLA,SHOOTING-STAR,61.31,61.53,61.09,50,227,02/01/2019,11:26:00,17.88054,NULL,2019-01-02T11:27:00.000Z,13917.37,3479.343,61.59,NULL,NULL,61.24,L,61.31,0,"{""3-bars"": -0.002, ""5-bars"": 0.001, ""7-bars"": 0.003}",2019-01-02T11:30:00.000Z,04:12.8
36696,SELL,RIO,OKAR/S,31.36,31.45,31.27,50,556,02/01/2019,11:54:00,45.14504,NULL,NULL,17436.16,4359.04,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.0, ""5-bars"": 0.001, ""7-bars"": 0.001}",2019-01-02T11:58:00.000Z,04:12.8
36697,SELL,TSLA,SHOOTING-STAR,61.89,62.03,61.75,50,357,02/01/2019,12:34:00,26.24277,NULL,NULL,22094.73,5523.683,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.003, ""5-bars"": -0.003, ""7-bars"": -0.004}",2019-01-02T12:38:00.000Z,04:12.9
36698,SELL,TME,SHOOTING-STAR,12.92,13,12.84,50,625,02/01/2019,12:37:00,46.51163,NULL,NULL,8075,2018.75,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.003, ""5-bars"": -0.003, ""7-bars"": -0.005}",2019-01-02T12:41:00.000Z,04:12.9
36699,SELL,TSLA,OKAR/S,61.99,62.21,61.77,50,227,02/01/2019,12:58:00,26.24277,NULL,2019-01-02T12:59:00.000Z,14071.73,3517.933,62.26,NULL,NULL,61.66,L,61.99,0,"{""3-bars"": -0.001, ""5-bars"": -0.0, ""7-bars"": -0.001}",2019-01-02T13:28:00.000Z,04:12.9
36700,SELL,WY,OKAR/S,18.6,18.68,18.52,50,625,02/01/2019,13:15:00,70.12903,NULL,2019-01-02T13:16:00.000Z,11625,2906.25,18.61,NULL,NULL,18.45,P,18.6,0,"{""3-bars"": -0.001, ""5-bars"": -0.001, ""7-bars"": -0.003}",2019-01-02T13:18:00.000Z,04:12.9
36701,SELL,RIO,OKAR/S,31.29,31.36,31.22,50,714,02/01/2019,13:29:00,45.14504,NULL,NULL,22341.06,5585.265,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.0, ""5-bars"": 0.0, ""7-bars"": 0.001}",2019-01-02T13:33:00.000Z,04:12.9
36702,SELL,WY,OKAR/S,18.54,18.63,18.45,50,556,02/01/2019,13:58:00,70.12903,NULL,2019-01-02T14:01:00.000Z,10308.24,2577.06,18.59,NULL,NULL,18.45,P,18.54,0,"{""3-bars"": 0.001, ""5-bars"": 0.0, ""7-bars"": -0.0}",2019-01-02T14:11:00.000Z,04:12.9
36703,BUY,GILD,HUMMER,57.48,57.27,57.69,50,238,03/01/2019,09:47:00,25.61224,NULL,2019-01-03T09:48:00.000Z,13680.24,3420.06,NULL,57.43,58.2,NULL,P,57.48,0,"{""3-bars"": -0.0, ""5-bars"": 0.006, ""7-bars"": 0.009}",2019-01-03T09:50:00.000Z,04:23.0
36704,SELL,AAPL,OKAR/S,34.75,34.93,34.57,50,278,03/01/2019,10:04:00,7.46847,NULL,2019-01-03T10:05:00.000Z,9660.5,2415.125,34.92,NULL,NULL,34.37,P,34.75,0,"{""3-bars"": 0.001, ""5-bars"": 0.005, ""7-bars"": 0.005}",2019-01-03T10:38:00.000Z,04:23.1
36705,BUY,GILD,OKAR/B,57.6,57.41,57.79,50,263,03/01/2019,10:27:00,25.61224,NULL,2019-01-03T10:28:00.000Z,15148.8,3787.2,NULL,57.31,57.97,NULL,L,57.6,0,"{""3-bars"": -0.0, ""5-bars"": 0.002, ""7-bars"": 0.001}",2019-01-03T10:40:00.000Z,04:23.1
