id,action,symbol,type,buy_point,stop_loss,take_profit,risk,quantity,date,time,gap,bp_filled_price,bp_filled_at,cost,leverage_cost,high,low,highest,lowest,pl,pl_filled_price,pl_amount,price_change,stop_at,created_at
1,BUY,INPX,HUMMER,26.77,25.49,28.05,50,39,03/01/2020,09:51:00,29.41822,NULL,2020-01-03T09:54:00.000Z,1044.03,261.008,NULL,22.82,26.82,NULL,L,26.77,0,"{""3-bars"": -0.026, ""5-bars"": 0.016, ""7-bars"": 0.025}",2020-01-03T09:59:00.000Z,50:04.3
2,SELL,RAD,SHOOTING-STAR,14.57,14.73,14.41,50,312,03/01/2020,09:51:00,168.88889,NULL,2020-01-03T09:53:00.000Z,4545.84,1136.46,14.75,NULL,NULL,14.48,L,14.57,0,"{""3-bars"": -0.011, ""5-bars"": -0.003, ""7-bars"": -0.011}",2020-01-03T09:56:00.000Z,50:04.3
3,BUY,INPX,HUMMER,24.71,23.02,26.4,50,30,06/01/2020,09:30:00,25.31646,NULL,NULL,741.3,185.325,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0, ""5-bars"": 0, ""7-bars"": 0}",2020-01-06T09:34:00.000Z,55:04.2
4,SELL,WBA,OKAR/S,49.29,49.57,49.01,50,179,08/01/2020,10:00:00,22.43059,NULL,NULL,8822.91,2205.728,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.004, ""5-bars"": 0.002, ""7-bars"": 0.001}",2020-01-08T10:04:00.000Z,05:23.0
5,BUY,APLS,OKAR/B,40.49,38.64,42.34,50,27,09/01/2020,09:32:00,106.79612,NULL,NULL,1093.23,273.308,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0, ""5-bars"": 0, ""7-bars"": 0}",2020-01-09T09:36:00.000Z,11:26.7
6,BUY,INFY,HUMMER,10.46,10.39,10.53,50,714,10/01/2020,09:38:00,35.82466,NULL,2020-01-10T09:39:00.000Z,7468.44,1867.11,NULL,10.37,10.52,NULL,L,10.46,0,"{""3-bars"": -0.007, ""5-bars"": -0.002, ""7-bars"": -0.008}",2020-01-10T09:42:00.000Z,17:25.9
7,SELL,KBH,OKAR/S,34.64,35.02,34.26,50,132,10/01/2020,09:45:00,42.50186,NULL,2020-01-10T09:46:00.000Z,4572.48,1143.12,34.91,NULL,NULL,34.12,P,34.64,0,"{""3-bars"": -0.005, ""5-bars"": -0.012, ""7-bars"": -0.021}",2020-01-10T10:10:00.000Z,17:25.9
8,SELL,URBN,SHOOTING-STAR,25.71,25.8,25.62,50,556,10/01/2020,10:00:00,10.75269,NULL,NULL,14294.76,3573.69,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": -0.0, ""5-bars"": -0.001, ""7-bars"": 0.002}",2020-01-10T10:04:00.000Z,17:25.9
9,BUY,AMRN,HUMMER,20.04,19.87,20.21,50,294,13/01/2020,09:30:00,7.76699,NULL,NULL,5891.76,1472.94,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0, ""5-bars"": 0, ""7-bars"": 0}",2020-01-13T09:34:00.000Z,23:38.9
10,BUY,BILI,HUMMER,22.44,22.09,22.79,50,143,13/01/2020,09:30:00,22.35294,NULL,2020-01-13T09:33:00.000Z,3208.92,802.23,NULL,22.24,22.83,NULL,P,22.44,0,"{""3-bars"": 0, ""5-bars"": 0, ""7-bars"": 0}",2020-01-13T09:39:00.000Z,23:38.9
11,BUY,TSLA,HUMMER,99.85,99.32,100.38,50,94,13/01/2020,09:42:00,11.26495,NULL,2020-01-13T09:44:00.000Z,9385.9,2346.475,NULL,99.25,101.07,NULL,L,99.85,0,"{""3-bars"": -0.004, ""5-bars"": -0.006, ""7-bars"": -0.003}",2020-01-13T09:50:00.000Z,23:38.9
12,BUY,AMRN,OKAR/B,19.75,19.57,19.93,50,278,13/01/2020,09:43:00,39.80583,NULL,2020-01-13T09:44:00.000Z,5490.5,1372.625,NULL,19.67,20.92,NULL,P,19.75,0,"{""3-bars"": 0.004, ""5-bars"": -0.001, ""7-bars"": -0.002}",2020-01-13T09:49:00.000Z,23:38.9
13,BUY,BYND,HUMMER,125.76,122.75,128.77,50,17,14/01/2020,09:30:00,15.78441,NULL,2020-01-14T09:31:00.000Z,2137.92,534.48,NULL,125.55,135.23,NULL,P,125.76,0,"{""3-bars"": 0, ""5-bars"": 0, ""7-bars"": 0}",2020-01-14T09:31:00.000Z,29:44.6
14,BUY,BLDP,OKAR/B,9.73,9.59,9.87,50,357,14/01/2020,09:58:00,152.87356,NULL,NULL,3473.61,868.403,NULL,NULL,NULL,NULL,C,NULL,NULL,"{""3-bars"": 0.006, ""5-bars"": -0.003, ""7-bars"": -0.005}",2020-01-14T10:02:00.000Z,29:44.7
15,BUY,ACB,OKAR/B,22.09,21.8,22.38,50,172,15/01/2020,09:43:00,66.66667,NULL,2020-01-15T09:44:00.000Z,3799.48,949.87,NULL,21.72,23.64,NULL,L,22.09,0,"{""3-bars"": 0.001, ""5-bars"": 0.014, ""7-bars"": -0.011}",2020-01-15T09:46:00.000Z,35:47.6
16,BUY,SDC,OKAR/B,14.11,13.83,14.39,50,179,16/01/2020,09:53:00,83.33333,NULL,2020-01-16T09:54:00.000Z,2525.69,631.423,NULL,13.75,14.24,NULL,L,14.11,0,"{""3-bars"": 0.011, ""5-bars"": -0.001, ""7-bars"": -0.012}",2020-01-16T10:05:00.000Z,41:49.0
